gene1,gene2,score
CYB5B,ZDHHC16,0.645
H2AFV,PAX6,0.608
H2AFV,DUT,0.823
CYB5B,MARC2,0.87
RHOD,FLNA,0.681
RHOD,EZR,0.521
CYB5B,MT-CYB,0.55
RHOD,FILIP1L,0.484
RHOD,SPATA13,0.501
RHOD,DIAPH3,0.668
RHOD,BAIAP2,0.544
RHOD,BCAR1,0.556
RHOD,VAV3,0.562
RHOD,ECT2,0.506
RHOD,RACGAP1,0.445
RHOD,PAK4,0.695
CENPS,FANCG,0.999
CENPS,RAD51C,0.488
CENPS,USP1,0.936
CENPS,ZWINT,0.483
CENPS,CDCA8,0.443
CENPS,FANCB,0.996
CENPS,MIS18BP1,0.876
CENPS,DCLRE1B,0.668
CENPS,MIS12,0.57
CENPS,HIST1H2BH,0.614
CENPS,DSN1,0.493
CENPS,KIF2C,0.678
CENPS,KNL1,0.85
CENPS,BUB3,0.596
CENPS,LIG3,0.445
CENPS,BLM,0.999
CENPS,CENPA,0.979
CENPS,CENPK,0.974
CENPS,HJURP,0.899
CENPS,FANCI,0.855
CENPS,UBE2T,0.959
CENPS,CDK1,0.443
CENPS,EME1,0.684
CENPS,RMI1,0.999
CENPS,SKA3,0.552
CENPS,RMI2,0.931
CENPS,CENPO,0.96
CENPS,CENPQ,0.973
CENPS,CENPP,0.953
CENPS,SPC24,0.526
CENPS,H2AFX,0.643
CENPS,CDC20,0.518
CENPS,CENPL,0.96
CENPS,ZWILCH,0.429
CENPS,INCENP,0.665
CENPS,UBC,0.6
CENPS,CENPW,0.993
CENPS,CENPN,0.974
CENPS,RACGAP1,0.462
CENPS,CENPT,0.998
CENPS,CENPI,0.969
CENPS,AURKB,0.542
CENPS,CENPF,0.657
CENPS,ITGB3BP,0.953
CENPS,RPA2,0.968
GPD2,ENO4,0.432
CENPS,FANCA,0.999
DLEC1,KLHL35,0.488
DLEC1,MSANTD1,0.477
DLEC1,RASSF1,0.618
GPD2,PC,0.672
GPD2,GXYLT2,0.492
GPD2,AGPAT3,0.843
GPD2,FBP1,0.468
GPD2,CAPN10,0.447
GPD2,G6PD,0.417
GPD2,TKFC,0.946
GPD2,UBE2E3,0.405
GPD2,ENPP1,0.487
GPD2,GPAT3,0.91
GPD2,LPIN3,0.833
GPD2,UQCRB,0.485
GPD2,FGGY,0.479
GPD2,GRHPR,0.457
GPD2,CS,0.489
GLE1,SSB,0.424
GLE1,IP6K3,0.43
GLE1,EIF3F,0.849
GLE1,NUP43,0.96
GLE1,PIP4K2A,0.735
GLE1,RCC1,0.427
GLE1,DDX52,0.485
GLE1,NUP50,0.946
GLE1,HNRNPH1,0.633
GLE1,NMD3,0.634
GLE1,KPNA2,0.404
GLE1,RANBP1,0.561
GLE1,TNPO2,0.42
GLE1,RANGAP1,0.829
GLE1,HNRNPA2B1,0.708
GLE1,NDC1,0.933
GLE1,CWC22,0.549
GLE1,ILF3,0.431
GLE1,ELAVL1,0.664
GLE1,NCBP1,0.971
CBX2,BRE,0.9
GLE1,RBMX,0.442
CBX2,BRCC3,0.9
CBX2,CETN2,0.9
CBX2,HIST1H2BH,0.634
CBX2,DNMT3B,0.533
CBX2,TSIX,0.574
CBX2,HIST1H3J,0.88
CBX2,UBE2I,0.91
CBX2,ANAPC7,0.902
TMOD3,TPM2,0.865
GLE1,RAN,0.526
GLE1,SPATS2,0.414
GLE1,TAF15,0.573
GLE1,RAD51,0.484
CBX2,SCMH1,0.951
CBX2,CENPF,0.415
CBX2,ZNF217,0.459
CBX2,ANAPC1,0.903
CBX2,H2AFX,0.8
CBX2,CDC23,0.902
CBX2,EZH2,0.971
CBX2,MSL3,0.41
CBX2,BRCA1,0.912
CBX2,CDC27,0.901
CBX2,MAPKAPK3,0.9
CBX2,CSNK2B,0.7
CBX2,CDC16,0.902
CBX2,UBE2C,0.936
CBX2,LHX9,0.406
CBX2,HIST1H3G,0.837
CBX2,PHF19,0.492
TMOD3,GSN,0.588
TMOD3,TOR3A,0.428
TMOD3,TPM3,0.92
TMOD3,TNFAIP8L3,0.491
TMOD3,MYL4,0.614
TMOD3,CYP2J2,0.425
HLTF,DTL,0.419
TMOD3,TNNC2,0.633
HLTF,GEN1,0.421
HLTF,UBE2I,0.637
HLTF,MCM10,0.525
PPM1J,TPPP3,0.461
PPM1J,UBE2I,0.734
PPM1J,MYLK2,0.475
PPM1J,DOLPP1,0.517
PPM1J,DNAH2,0.558
HLTF,SMC6,0.544
HLTF,RECQL4,0.659
HLTF,PCNA,0.994
HLTF,HELLS,0.401
HLTF,TIMELESS,0.529
HLTF,MRE11,0.548
HLTF,XRCC3,0.675
HLTF,TOP2A,0.45
HLTF,BRCA1,0.485
HLTF,RCC1L,0.424
HLTF,RAD51,0.95
HLTF,RAD51C,0.451
HLTF,CKAP5,0.467
HLTF,RAD54B,0.717
HLTF,TDP1,0.531
HLTF,SMC5,0.437
HLTF,STAT5A,0.453
HLTF,TONSL,0.594
HLTF,BRCA2,0.486
HLTF,BLM,0.861
HLTF,DEK,0.422
HLTF,USP1,0.57
HLTF,RFWD3,0.432
HLTF,POLD1,0.428
HLTF,EME1,0.417
HLTF,UBC,0.75
HLTF,RAD51B,0.733
HLTF,EXO1,0.774
HLTF,RAD52,0.886
HLTF,RMI1,0.572
HLTF,UBE2T,0.479
HLTF,XPA,0.498
HLTF,CHEK1,0.429
HLTF,POLM,0.421
HLTF,RAD54L,0.699
HLTF,DNA2,0.648
ZNF471,FAM72C,0.422
HLTF,PIF1,0.648
ZNF471,SLC25A35,0.454
ZNF680,KIAA1841,0.528
HOXC5,PBX3,0.41
HOXC5,HOXB6,0.843
ACO1,GOT1,0.486
TRAM1L1,RRBP1,0.43
ACO1,PC,0.586
ACO1,ISCA1,0.662
ACO1,SDHAF3,0.464
ACO1,FTL,0.716
ACO1,CLYBL,0.485
ACO1,CS,0.979
ACO1,SELENBP1,0.736
HCFC1,LIN54,0.475
ACO1,HLA-H,0.581
ACO1,MMS19,0.467
HCFC1,E2F1,0.658
HCFC1,ASH2L,0.995
HCFC1,SENP3,0.911
HCFC1,UBC,0.906
HCFC1,PPP4R3A,0.63
HCFC1,POLE3,0.673
HCFC1,PHF6,0.429
HCFC1,KAT14,0.716
HCFC1,NCAPD3,0.637
HCFC1,NCOA6,0.552
HCFC1,RENBP,0.72
HCFC1,NCAPG2,0.653
HCFC1,TAF7,0.9
HCFC1,MCM3,0.418
HCFC1,CREB3L4,0.887
HCFC1,KHSRP,0.412
HCFC1,MOCS2,0.7
HCFC1,EP400,0.488
HCFC1,FHL2,0.762
HCFC1,FBXO48,0.461
HCFC1,BRCA1,0.701
HCFC1,SLC7A1,0.406
HCFC1,MEN1,0.522
HCFC1,TFB1M,0.913
HCFC1,WDR5,0.999
HCFC1,PRRC2A,0.586
HCFC1,EZH2,0.446
METTL2A,MAP3K3,0.521
HCFC1,UCHL5,0.416
METTL2A,TLK2,0.429
METTL2A,CDKN3,0.456
MIS18BP1,SUV39H2,0.423
METTL2A,TOP2A,0.453
METTL2A,MTAP,0.402
BOD1,SKA3,0.934
BOD1,SKA2,0.91
MIS18BP1,HMMR,0.575
BOD1,ARPP19,0.513
BOD1,PPP2R5D,0.403
BOD1,MSL3,0.422
BOD1,CENPF,0.9
BOD1,MASTL,0.471
MIS18BP1,PARPBP,0.499
MIS18BP1,ARHGAP11B,0.778
MIS18BP1,KNTC1,0.594
MIS18BP1,CDCA8,0.86
MIS18BP1,SGO2,0.566
MIS18BP1,MKI67,0.858
MIS18BP1,TOP2A,0.88
MIS18BP1,NUSAP1,0.87
MIS18BP1,CDK1,0.873
MIS18BP1,KIF15,0.872
MIS18BP1,TMEM184B,0.567
MIS18BP1,UBE2C,0.436
MIS18BP1,DSN1,0.47
MIS18BP1,KIF18B,0.502
MIS18BP1,KIF2C,0.878
MIS18BP1,PRC1,0.519
MIS18BP1,CKAP2,0.864
MIS18BP1,KIF4A,0.473
MIS18BP1,E2F8,0.527
MIS18BP1,CENPA,0.965
MIS18BP1,DIAPH3,0.685
MIS18BP1,HJURP,0.997
MIS18BP1,KNL1,0.86
MIS18BP1,CENPK,0.873
MIS18BP1,KIF14,0.407
MIS18BP1,SPAG5,0.904
MIS18BP1,CENPO,0.787
MIS18BP1,MASTL,0.419
MIS18BP1,ASPM,0.881
MIS18BP1,KIF20A,0.875
MIS18BP1,H2AFX,0.606
MIS18BP1,TTK,0.872
MIS18BP1,CENPW,0.808
MIS18BP1,PBK,0.572
MIS18BP1,HIST1H2BH,0.622
MIS18BP1,KIF20B,0.608
MIS18BP1,HIST1H4E,0.4
MIS18BP1,ARHGAP11A,0.783
MIS18BP1,CEP55,0.866
MIS18BP1,RACGAP1,0.893
MIS18BP1,RRM2,0.833
MIS18BP1,CENPI,0.952
MIS18BP1,ECT2,0.862
MIS18BP1,ZWILCH,0.63
MIS18BP1,CENPT,0.857
MIS18BP1,HELLS,0.543
MIS18BP1,HAUS6,0.491
MIS18BP1,CDCA2,0.508
MIS18BP1,ITGB3BP,0.782
MIS18BP1,CENPN,0.955
MIS18BP1,CENPF,0.891
MIS18BP1,AURKB,0.727
MIS18BP1,NEK2,0.825
MIS18BP1,CENPQ,0.763
MIS18BP1,DEPDC1,0.835
TBC1D16,RAPGEF5,0.401
TBC1D16,BCAS3,0.425
MIS18BP1,CENPL,0.797
MIS18BP1,CDCA3,0.41
MIS18BP1,CENPP,0.778
MIS18BP1,CDC20,0.843
TBC1D16,FAM174B,0.75
EFEMP2,TAGLN,0.411
TBC1D16,FAM69A,0.472
EFEMP2,FLNA,0.487
EFEMP2,COPZ2,0.474
EFEMP2,MFAP2,0.828
EFEMP2,COL5A2,0.559
EFEMP2,COL16A1,0.459
EFEMP2,ACTA2,0.575
EFEMP2,PER3,0.404
EFEMP2,TGFBR1,0.476
EFEMP2,EFEMP1,0.689
EFEMP2,FKBP10,0.602
CNIH2,SEC16A,0.633
EFEMP2,MYO16,0.51
CNIH2,TRAPPC9,0.6
CNIH2,BCAS3,0.487
CNIH2,NLGN1,0.436
CNIH2,ZNF724,0.424
CD34,IDNK,0.499
CNIH2,TRAPPC6B,0.607
CD34,ACTG1,0.469
CD34,COLEC10,0.429
CNIH2,NETO2,0.593
CD34,HMGB1,0.438
CD34,STAT5A,0.608
CD34,MET,0.491
CD34,PIGA,0.449
CD34,CXCL1,0.409
CD34,ELANE,0.405
CD34,PODXL,0.709
CD34,AFP,0.7
CD34,PTGS2,0.457
CD34,VDAC3,0.54
CD34,ITGA6,0.649
CD34,TOMM40L,0.54
CD34,KRT18,0.529
CD34,MKI67,0.564
CD34,BCL6,0.459
CD34,CD63,0.527
CD34,NGF,0.473
CD34,PGM1,0.416
CD34,CD44,0.888
CD34,BCL2,0.743
CD34,ZNF521,0.427
CD34,KRT8,0.519
CD34,NTRK1,0.508
CD34,ALK,0.523
CD34,TEK,0.722
CD34,ACTA2,0.599
CD34,CD163,0.607
CD34,CALD1,0.71
CD34,CD7,0.806
CD34,ACAN,0.535
CD34,IL6,0.742
CD34,PCSK5,0.579
CD34,HOXA9,0.588
CD34,TAGLN,0.403
CD34,UBE2T,0.435
CD34,EZH2,0.463
ZNF622,AADAT,0.615
ZNF622,MDN1,0.651
ZNF622,CFAP46,0.542
ZNF622,TSR2,0.517
ZNF622,SDAD1,0.531
ZNF622,NMD3,0.995
ZNF622,ZNF668,0.563
ZNF622,DDX52,0.4
SLC5A6,ATRAID,0.544
ZNF622,CACTIN,0.421
ZNF622,SH3BP5L,0.508
CYP2W1,EPHX4,0.467
FAM53A,TACC3,0.487
FAM53A,KIAA1683,0.455
NRIP3,RND2,0.441
SLC5A6,SLC37A2,0.411
SLC22A13,TXLNB,0.446
SLC22A13,SLC22A18,0.618
SLC22A13,SLC36A4,0.556
KIAA1551,NDC1,0.599
SLC22A13,STK39,0.433
RMI2,RRM2,0.568
RMI2,DTL,0.71
RMI2,TIMELESS,0.737
RMI2,ERCC6L,0.668
RMI2,BRCA2,0.77
RMI2,RFC4,0.837
RMI2,CEP55,0.557
RMI2,DNA2,0.877
RMI2,UBC,0.9
RMI2,PRIM1,0.595
RMI2,RIMS1,0.448
RMI2,TTK,0.554
RMI2,MRE11,0.645
RMI2,ASPM,0.626
RMI2,KIF20A,0.544
RMI2,RECQL4,0.615
RMI2,CDC45,0.749
RMI2,EME1,0.965
RMI2,POLD4,0.904
RMI2,CDK1,0.643
RMI2,KIF15,0.548
RMI2,EXO1,0.925
RMI2,CHAF1B,0.452
RMI2,RMI1,0.999
RMI2,CENPF,0.531
RMI2,RAD51B,0.683
RMI2,RAD54B,0.41
RMI2,RAD9A,0.765
RMI2,BLM,0.99
RMI2,AURKB,0.558
RMI2,RBBP8,0.775
RMI2,FANCI,0.647
RMI2,RFC3,0.67
RMI2,RFC5,0.646
RMI2,MCM10,0.569
RMI2,UBE2T,0.62
RMI2,KIF2C,0.566
RMI2,SPAG5,0.54
RMI2,CHEK1,0.876
RMI2,RAD52,0.795
RMI2,PBK,0.499
RMI2,POLD1,0.915
RMI2,GEN1,0.984
RMI2,XRCC3,0.835
RMI2,BRCA1,0.876
RMI2,CDC20,0.554
RMI2,TOP2A,0.712
RMI2,TYMS,0.568
RMI2,FANCA,0.955
RMI2,FANCB,0.424
RMI2,RPA2,0.75
RMI2,MSH5,0.6
RMI2,XRCC2,0.674
RMI2,RAD51,0.937
RMI2,UBE2C,0.634
RMI2,RAD51C,0.749
RMI2,CDKN3,0.485
RMI2,PCNA,0.929
RMI2,POLE3,0.914
RMI2,PTTG1,0.568
RMI2,KNTC1,0.553
RMI2,MKI67,0.48
RMI2,RHNO1,0.625
RMI2,HMMR,0.601
RMI2,RAD54L,0.766
RMI2,CDCA8,0.704
RMI2,ZWINT,0.563
RMI2,NUSAP1,0.559
DDX23,NCBP1,0.608
DDX23,PIF1,0.414
DDX23,SNRPN,0.835
DDX23,CWC22,0.835
DDX23,DDX24,0.408
DDX23,PRPF4,0.995
DDX23,USP39,0.995
DDX23,SRPK1,0.939
CTSF,CLN5,0.675
DDX23,SMU1,0.403
CTSF,BCL2,0.609
CTSF,HLA-DPA1,0.904
CTSF,BIRC2,0.607
CTSF,TFEB,0.482
CTSF,CLGN,0.431
CTSF,CST3,0.423
FANCI,DEPDC1,0.57
CTSF,CTSA,0.49
FANCI,PIF1,0.427
FANCI,AURKB,0.804
FANCI,CENPF,0.817
FANCI,GTSE1,0.564
FANCI,RFC4,0.983
FANCI,E2F7,0.572
FANCI,KIF20A,0.871
FANCI,ECT2,0.641
FANCI,PARP1,0.448
FANCI,RPA2,0.933
FANCI,FANCA,0.995
FANCI,DNA2,0.6
FANCI,CDC25C,0.625
FANCI,KPNA2,0.582
FANCI,ARHGAP11A,0.547
FANCI,CEP55,0.829
FANCI,SKA3,0.57
FANCI,CDC20,0.773
FANCI,CHEK1,0.989
FANCI,UHRF1,0.581
FANCI,H2AFX,0.953
FANCI,XPA,0.566
FANCI,NCAPG2,0.71
FANCI,FANCB,0.993
FANCI,PARPBP,0.591
FANCI,DCLRE1B,0.914
FANCI,FOXM1,0.765
FANCI,RAD51,0.932
FANCI,RAD51C,0.893
FANCI,RAD54L,0.802
FANCI,NUSAP1,0.863
FANCI,KIF4A,0.794
FANCI,RAD9A,0.937
FANCI,EZH2,0.586
FANCI,UBE2T,0.997
FANCI,RFC3,0.955
FANCI,CENPA,0.771
FANCI,HJURP,0.771
FANCI,EME1,0.835
FANCI,RMI1,0.624
FANCI,CHAF1B,0.556
FANCI,KIF15,0.873
FANCI,EXO1,0.872
FANCI,XRCC3,0.571
FANCI,PBK,0.817
FANCI,SPAG5,0.775
FANCI,TOP2A,0.861
FANCI,BRCA1,0.998
FANCI,KIF20B,0.411
FANCI,RECQL4,0.56
FANCI,TRAIP,0.435
FANCI,ASPM,0.865
FANCI,PTTG1,0.792
FANCI,ERCC6L,0.692
FANCI,PRIM1,0.669
FANCI,KIF2C,0.799
FANCI,RFWD3,0.62
FANCI,CKS2,0.519
FANCI,TIMELESS,0.524
FANCI,HELLS,0.614
FANCI,ZWILCH,0.574
FANCI,CENPN,0.592
FANCI,BRCA2,0.996
FANCI,CDCA2,0.579
FANCI,RRM2,0.843
FANCI,RACGAP1,0.731
FANCI,DTL,0.848
FANCI,FANCG,0.994
FANCI,RBBP8,0.633
FANCI,XRCC2,0.565
FANCI,RFC5,0.935
FANCI,MKI67,0.695
FANCI,KNTC1,0.749
FANCI,WDHD1,0.62
FANCI,KNL1,0.436
FANCI,STIL,0.682
FANCI,POLA1,0.44
FANCI,TYMS,0.722
FANCI,CDK12,0.431
FANCI,PRC1,0.827
FANCI,MCM3,0.814
FANCI,CDKN3,0.787
FANCI,CKAP2,0.47
FANCI,UBE2C,0.831
FANCI,POLD1,0.442
FANCI,HMMR,0.864
FANCI,USP1,0.995
FANCI,ZWINT,0.806
FANCI,PCNA,0.584
FANCI,CDC45,0.885
FANCI,TTK,0.835
FANCI,CDCA8,0.806
FANCI,UBC,0.94
FANCI,BLM,0.789
FANCI,RAD54B,0.435
FANCI,RAD52,0.499
FANCI,NEK2,0.758
FANCI,MCM10,0.811
FANCI,RAD51B,0.436
FANCI,MRE11,0.521
FANCI,KIF14,0.705
FANCI,CENPK,0.401
FANCI,CDK1,0.873
FANCI,PRKDC,0.566
FANCI,TACC3,0.409
COQ2,HDDC3,0.409
COQ2,PYROXD2,0.408
FANCI,CDC7,0.646
COQ2,COQ8B,0.94
COQ2,PDSS2,0.995
COQ2,CASP2,0.43
COQ2,PITRM1,0.902
COQ2,SLC30A6,0.509
CSRP2,ACTA2,0.541
COQ2,NDUFAF6,0.438
CSRP2,TAGLN,0.676
CSRP2,TPM3,0.403
CSRP2,TPM2,0.42
PHYKPL,AADAT,0.472
PHYKPL,HYKK,0.996
PHYKPL,SLC2A5,0.435
NAGPA,ASPM,0.422
PHYKPL,LNX2,0.465
PHYKPL,COL25A1,0.556
NAGPA,SRPX2,0.431
CKS1B,PCNA,0.898
NAGPA,GCNT3,0.455
CKS1B,E2F1,0.413
CKS1B,NCAPD2,0.728
CKS1B,CDC27,0.644
CKS1B,CENPN,0.624
CKS1B,ZWILCH,0.646
CKS1B,DTL,0.666
CKS1B,RRM2,0.758
CKS1B,RACGAP1,0.664
CKS1B,ASPM,0.894
CKS1B,BUB3,0.419
NAGPA,DPAGT1,0.501
CKS1B,NEK2,0.676
CKS1B,PRIM1,0.683
CKS1B,ERCC6L,0.573
CKS1B,STMN1,0.427
CKS1B,CDC45,0.737
CKS1B,PTTG1,0.86
CKS1B,UBC,0.67
CKS1B,MIS12,0.59
CKS1B,CDK3,0.764
CKS1B,TTK,0.928
CKS1B,CDK12,0.629
CKS1B,PRC1,0.787
CKS1B,TACC3,0.75
CKS1B,MCM10,0.434
CKS1B,KIF14,0.453
CKS1B,RCC1,0.427
CKS1B,CDK1,0.999
CKS1B,E2F8,0.401
CKS1B,HMMR,0.694
CKS1B,CKAP2,0.411
CKS1B,CDKN3,0.853
CKS1B,UBE2C,0.9
CKS1B,MKI67,0.416
CKS1B,MCM3,0.554
CKS1B,CDCA8,0.936
CKS1B,ZWINT,0.695
CKS1B,FZR1,0.661
CKS1B,NCAPD3,0.656
CKS1B,CDC16,0.533
CKS1B,RPA2,0.579
CKS1B,CDC20,0.993
CKS1B,CHEK1,0.552
CKS1B,TYMS,0.912
CKS1B,DNAJC9,0.594
CKS1B,SKA3,0.447
CKS1B,CDCA3,0.641
CKS1B,RFC4,0.893
CKS1B,E2F7,0.476
CKS1B,CDC25C,0.693
CKS1B,KPNA2,0.692
CKS1B,ECT2,0.521
CKS1B,GTSE1,0.454
CKS1B,KIF20A,0.675
CKS1B,CEP55,0.642
CKS1B,PBK,0.707
CKS1B,SPC24,0.667
CKS1B,DUT,0.735
CKS1B,CKS2,0.987
CKS1B,KIF2C,0.721
CKS1B,RFC3,0.503
CKS1B,CDC23,0.543
CKS1B,CENPF,0.667
CKS1B,AURKB,0.951
CKS1B,UBE2T,0.723
CKS1B,CENPA,0.669
CKS1B,CENPW,0.5
CKS1B,CCNF,0.854
CKS1B,KIF4A,0.596
CKS1B,ANP32E,0.527
CKS1B,RAD51,0.411
CKS1B,EXO1,0.412
CKS1B,E2F2,0.436
CKS1B,UHRF1,0.439
CKS1B,ORC1,0.559
CKS1B,NUSAP1,0.839
CKS1B,CNTD2,0.723
CKS1B,TOP2A,0.78
CKS1B,CDKN2D,0.493
CKS1B,FOXM1,0.62
NPAS4,BEX5,0.482
CKS1B,NSD2,0.4
TRIM59,TRIM52,0.419
NPAS4,NR4A3,0.474
NPAS4,MAGED2,0.643
NPAS4,ARNT,0.926
TRIM59,NHLRC1,0.473
TRIM59,STXBP4,0.602
TRIM59,TNFAIP8L1,0.456
TRIM59,SP6,0.547
TRIM59,FHL2,0.512
ZMAT3,TMEM59L,0.554
ZMAT3,PTP4A3,0.47
RAD9A,BRCA2,0.933
RAD9A,TIMELESS,0.958
RAD9A,TLK2,0.497
ZMAT3,HNRNPA2B1,0.85
RAD9A,BCL2,0.592
RAD9A,POLD1,0.463
RAD9A,PTGES3,0.901
RAD9A,FANCG,0.931
RAD9A,RAD54B,0.504
RAD9A,RFC5,0.964
RAD9A,RBBP8,0.844
RAD9A,BLM,0.829
RAD9A,PRKDC,0.579
RAD9A,PCNA,0.642
RAD9A,SMC6,0.783
RAD9A,RAD51B,0.795
RAD9A,RAD52,0.885
RAD9A,WDHD1,0.419
RAD9A,CDK1,0.458
RAD9A,CDC45,0.578
RAD9A,RECQL4,0.443
RAD9A,SMC5,0.764
RAD9A,MAST4,0.515
RAD9A,MRE11,0.782
RAD9A,XRCC2,0.77
RAD9A,CDC7,0.404
RAD9A,XRCC4,0.515
RAD9A,RFC4,0.957
RAD9A,EME1,0.48
RAD9A,PARP1,0.422
RAD9A,SETMAR,0.455
RAD9A,H2AFX,0.66
RAD9A,EFHC1,0.501
RAD9A,BRCA1,0.936
RAD9A,UBE2T,0.902
RAD9A,XRCC3,0.64
RAD9A,PARK2,0.447
RAD9A,RHNO1,0.99
RAD9A,DNA2,0.873
RAD9A,CDC25C,0.429
RAD9A,RPA2,0.971
RAD9A,FANCA,0.923
RAD9A,CHEK1,0.991
RAD9A,RFC3,0.952
RAD9A,TDP1,0.609
RAD9A,EXO1,0.912
RAD9A,RMI1,0.75
RAD9A,FANCB,0.92
POLD4,RPA2,0.607
RAD9A,XPA,0.543
RAD9A,DPAGT1,0.458
POLD4,DTL,0.811
POLD4,MRE11,0.9
POLD4,DSCC1,0.65
POLD4,LIG3,0.9
POLD4,PRIM1,0.62
POLD4,POLD1,0.999
POLD4,PCNA,0.958
POLD4,POLE3,0.762
POLD4,UBC,0.6
POLD4,RAD51B,0.9
POLD4,XRCC3,0.9
POLD4,BRCA1,0.901
POLD4,POLG2,0.576
POLD4,BLM,0.9
POLD4,RFC3,0.613
POLD4,GINS3,0.493
POLD4,EXO1,0.915
POLD4,RMI1,0.917
POLD4,MCM3,0.542
POLD4,XRCC2,0.9
POLD4,RAD51,0.9
POLD4,RAD51C,0.9
POLD4,USP1,0.654
POLD4,MAP3K6,0.539
POLD4,GTF2H5,0.6
POLD4,XPA,0.658
RAD9A,RAD51C,0.802
RAD9A,MSH5,0.432
RAD9A,RAD51,0.968
RAD9A,RAD54L,0.405
POLD4,DNA2,0.613
POLD4,RBBP8,0.9
POLD4,POLA1,0.832
POLD4,RFC5,0.616
ZWILCH,MIS12,0.457
ZWILCH,SGO2,0.593
ZWILCH,PRC1,0.636
POLD4,GTF2H2,0.602
ZWILCH,CENPK,0.774
ZWILCH,KIF14,0.41
POLD4,BRCA2,0.901
ZWILCH,CDK1,0.79
ZWILCH,TACC3,0.559
ZWILCH,MCM3,0.494
ZWILCH,UBE2C,0.505
ZWILCH,CDKN3,0.539
ZWILCH,CKAP2,0.567
ZWILCH,HMMR,0.586
POLD4,RFC4,0.61
ZWILCH,ZWINT,0.928
ZWILCH,CDCA8,0.85
POLD4,PARP1,0.609
ZWILCH,KNTC1,0.999
ZWILCH,MKI67,0.525
ZWILCH,CDAN1,0.478
ZWILCH,WDHD1,0.409
ZWILCH,EYA2,0.414
ZWILCH,HELLS,0.771
ZWILCH,CENPN,0.627
ZWILCH,RFC5,0.41
ZWILCH,RACGAP1,0.635
ZWILCH,RRM2,0.581
ZWILCH,CENPI,0.818
ZWILCH,CENPP,0.502
ZWILCH,DTL,0.622
ZWILCH,ASPM,0.746
ZWILCH,NCAPD2,0.736
ZWILCH,PTTG1,0.602
ZWILCH,ERCC6L,0.465
ZWILCH,PRIM1,0.761
ZWILCH,BUB3,0.8
ZWILCH,CENPQ,0.41
ZWILCH,KIF18B,0.504
ZWILCH,PCNA,0.433
ZWILCH,TTK,0.829
ZWILCH,KIF4A,0.612
ZWILCH,CENPA,0.597
ZWILCH,RFC3,0.424
ZWILCH,NEK2,0.583
ZWILCH,KIF15,0.542
ZWILCH,PBK,0.623
ZWILCH,SPAG5,0.613
ZWILCH,KIF20B,0.507
ZWILCH,EXO1,0.549
ZWILCH,RAD51,0.572
ZWILCH,TOP2A,0.65
ZWILCH,DSN1,0.737
ZWILCH,IL13RA2,0.448
ZWILCH,KIF2C,0.634
ZWILCH,CKS2,0.576
ZWILCH,KNL1,0.866
ZWILCH,NUSAP1,0.718
ZWILCH,UHRF1,0.581
ZWILCH,DEPDC1,0.501
ZWILCH,CHEK1,0.661
ZWILCH,SPC24,0.738
ZWILCH,CDC20,0.892
ZWILCH,CIT,0.501
ZWILCH,INCENP,0.86
ZWILCH,NCAPG2,0.597
ZWILCH,AURKB,0.812
ZWILCH,CENPF,0.769
GSTM1,GSTK1,0.596
GSTM1,MGST2,0.755
ZWILCH,CENPT,0.695
GSTM1,GSTO2,0.898
ZWILCH,ITGB3BP,0.495
ZWILCH,RFC4,0.54
ZWILCH,ECT2,0.698
ZWILCH,NDC1,0.443
ZWILCH,CENPO,0.476
ZWILCH,DCTN1,0.526
ZWILCH,KIF20A,0.662
ZWILCH,SKA2,0.446
ZWILCH,ARHGAP11A,0.482
ZWILCH,CEP55,0.696
ZWILCH,SKA3,0.571
ZWILCH,BORA,0.622
GSTM1,CYP2B7P,0.823
GSTM1,CYP1A1,0.954
GSTM1,GSTM4,0.733
GSTM1,GPX4,0.807
GSTM1,GPX8,0.83
GSTM1,AP1M1,0.636
GSTM1,XRCC3,0.618
GSTM1,HLA-DMA,0.439
GSTM1,EPHX1,0.931
GSTM1,GGT7,0.689
GSTM1,ANXA6,0.466
GSTM1,TYMS,0.454
PAAF1,SLC2A4,0.445
GPR162,CCR10,0.59
GPR162,GPR61,0.538
GPR162,GPR135,0.612
PAAF1,UCHL5,0.913
SLC37A2,TMEM217,0.481
PAAF1,CDC20,0.493
PAAF1,SUPT6H,0.511
PAAF1,USP1,0.694
PAAF1,ASH2L,0.468
SLC37A2,H2AFY,0.469
SLC37A2,UAP1L1,0.553
NEFH,DCTN1,0.536
NEFH,NGF,0.548
NEFH,NTRK1,0.452
NEFH,SNCG,0.505
NEFH,OPTN,0.476
NEFH,NTRK3,0.442
FAM57A,CREG2,0.412
NEFH,KLC3,0.802
NEFH,FES,0.405
NEFH,UNC13A,0.464
NEFH,TMEM106C,0.519
FAM57A,GGT7,0.925
FAM57A,RPH3AL,0.404
FUT1,IL4I1,0.739
FUT1,POFUT1,0.607
FUT1,GCNT3,0.511
CD7,ALK,0.467
CD7,IFITM1,0.496
UCP2,DIO2,0.417
UCP2,SREBF2,0.416
CD7,IGBP1,0.414
CD7,BCL6,0.463
UCP2,ACADVL,0.426
UCP2,SH2B1,0.423
UCP2,MT-CO1,0.634
UCP2,SLC2A4,0.644
UCP2,ELMOD2,0.517
UBXN2A,UBXN8,0.935
UBXN2A,SVIP,0.899
UCP2,TFAM,0.666
UCP2,GPX4,0.411
